AC#,Artist,Title,Date,Medium,Dimensions,Category,,,,,
661733,"GEDEN, Dennis",Building a Normal School,1992,oil on canvas,"frame: 173 x 260 cm / 68 1/8"" x 102 3/8""",painting,,,,,
661734,"GEDEN, Dennis",Portage of a Pointer,1992,oil on canvas,"142 x 264 cm / 56"" x 104""",painting,,,,,
625796,"GEDEN, Dennis",Twins,1977,oil on canvas,"127 x 76.2 cm / 50"" x 30""",painting,,,,,
661696,"GELLMAN, Mimi","Untitled [maquette, 2 parts]",n.d.,mixed media,"[1] 41.2 x 100 x 44.2 cm / 16 1/4"" x 39 3/8"" x 17 3/8""; [2] 27.8 x 41 cm / 11"" x 16 1/8""",mixed media,,,,,
642650,"GENERAL IDEA,",Canadian Shield [13 parts],c. 1986,mixed media,"183 cm / 72"" dia. x 92 cm / 36 1/4"" deep, each",mixed media,,,,,
646203,"GENERAL IDEA,",Fear Management  AP [Portfolio of 8 plus 3 descriptive sheets],1987,mixed media,"sheet: 83.7 x 56 cm / 33"" x 22""; frame: 104.5 x 75.6 cm / 41 1/8"" x 29 3/4"" each",mixed media,,,,,
654433,"GENERAL IDEA,",Test Pattern T.V. Dinner Plates from the Miss General Idea Pavillion,1988,ceramics,"22.9 x 29.9 cm / 9"" x 11 3/4""",ceramic,,,,,
654432-01,"GENERAL IDEA,","Untitled [maquette, part 1 of 2]",1986,graphite on paper,"51 x 69 cm / 20"" x 27""",work on paper,,,,,
654432-02,"GENERAL IDEA,","Untitled [maquette, part 2 of 2]",1986,mixed media,"76 x 76 x 15 cm / 30"" x 30"" x 6""",mixed media,,,,,
100462,"GILL, Richard",The Rideau Canal,2008,ceramics,"overall largest dimension: 47.6 x 42.5 cm x 6 cm / 18 3/4"" x 16 3/4"" x 2 1/4""",ceramic,,,,,
618684,"GILLIES, James (Jim)",Abraxis Series #3,n.d.,mixed media,"89.9 x 64.5 cm / 35 3/8"" x 25 3/8""",mixed media,,,,,
622134,"GILLIES, James (Jim)","Abraxis Tilt 2 [maquette, pair]",c. 1978,metal,"26.7 x 34.2 x 8.9 cm / 10 1/2"" x 13 1/2"" x 3 1/2""; 38.1 x 35.6 x 11.4 cm / 15"" x 14"" x 4 1/2""",sculpture,,,,,
637403,"GIRLING, Oliver",Figures in a Landscape [maquette],1985,acrylic on canvas,"actual: 31 x 137 cm / 12 1/4"" x 54""",painting,,,,,
619769,"GLADSTONE, Gerald",Galaxy Series #2,1967,steel & acrylic,"153 x 140.3 x 77.5 cm / 60 1/4"" x 55 1/4"" x 30 1/2""",sculpture,,,,,
622619,"GLADSTONE, Gerald",Ontario Outstanding Amateur Athletic Achievement Sculpture,c. 1975,bronze,"194.3 x 88.9 x 76.2 cm / 76 1/2"" x 35"" x 30""",sculpture,,,,,
619768,"GLADSTONE, Gerald",The Three Graces,1971,bronze,"overall height: 259.1 cm / 102""; overall weight: 1,620 kg / 3,571.5 lb",sculpture,,,,,
101160,"GLAZER, Lawrence E.",Cherry Beach No. 3,2013,digital print,"120.6 x 120.6 cm / 47 1/2"" x 47 1/2""; frame: 129.5 x 124.5 x 5.1 cm / 51"" x 49"" x 2""",photograph,,,,,
101019,"GLAZER, Lawrence E.",Education [10 of 12],2010,digital print,"53.3 x 29.2 cm / 21"" x 11 1/2""; frame: 86.4 x 55.9 cm / 34"" x 22"" (print)",photograph,,,,,
101020,"GLAZER, Lawrence E.",Farming [11 of 12],2010,digital print,"53.3 x 29.2 cm / 21"" x 11 1/2""; frame: 86.4 x 55.9 cm / 34"" x 22"" (print)",photograph,,,,,
101017,"GLAZER, Lawrence E.",Finance [8 of 12],2010,digital print,"53.1 x 30.2 cm / 20 15/16"" x 11 7/8""; frame: 86.4 x 55.9 cm / 34"" x 22"" (print)",photograph,,,,,
101021,"GLAZER, Lawrence E.",Forestry [12 of 12],2010,digital print,"53.3 x 29.2 cm / 21"" x 11 1/2""; frame: 86.4 x 55.9 cm / 34"" x 22"" (print)",photograph,,,,,
101016,"GLAZER, Lawrence E.",Health [7 of 12],2010,digital print,"53.1 x 30.2 cm / 20 15/16"" x 11 7/8""; frame: 86.4 x 55.9 cm / 34"" x 22"" (print)",photograph,,,,,
101010,"GLAZER, Lawrence E.",Justice [1 of 12],2010,digital print,"27.3 x 17.1 cm / 10 1/4"" x 6 1/4""; frame: 50.8 x 40.6 cm / 20"" x 16"" (print)",photograph,,,,,
101014,"GLAZER, Lawrence E.",Labour [5 of 12],2010,digital print,"53.3 x 29.1 cm / 21"" x 11 7/16""; frame: 86.4 x 55.9 cm / 34"" x 22"" (print)",photograph,,,,,
101018,"GLAZER, Lawrence E.",Law [9 of 12],2010,digital print,"53.3 x 29.2 cm / 21"" x 11 1/2""; frame: 86.4 x 55.9 cm / 34"" x 22"" (print)",photograph,,,,,
101015,"GLAZER, Lawrence E.",Mining [6 of 12],2010,digital print,"53.3 x 29.2 cm / 21"" x 11 1/2""; frame: 86.4 x 55.9 / 34"" x 22"" (print)",photograph,,,,,
101013,"GLAZER, Lawrence E.",Power [4 of 12],2010,digital print,"27.3 x 16.2 cm / 10 1/4"" x 6 3/8""; frame: 50.8 x 40.6 cm / 20"" x 16"" (print)",photograph,,,,,
101011,"GLAZER, Lawrence E.",Tolerance [2 of 12],2010,digital print,"27.3 x 15.9 cm / 10 1/4"" x 6 1/4""; frame: 50.8 x 40.6 cm / 20"" x 16"" (print)",photograph,,,,,
101012,"GLAZER, Lawrence E.",Wisdom [3 of 12],2010,digital print,"27.3 x 16.2 cm / 10 1/4"" x 6 3/8""; frame: 50.8 x 40.6 cm / 20"" x 16"" (print)",photograph,,,,,
101076,"GLEDHILL, G. Jesse",Knocker,n.d.,acrylic on linen,"76.2 x 71.1 cm / 30"" x 28""",painting,,,,,
622124,"GOMES, Mark",Untitled [maquette],c. 1978,mixed media,"17.8 x 55.9 x 44.5 cm / 7"" x 22"" x 17 1/2""",mixed media,,,,,
619950,"GOOD, Allen","Major Alexander Cameron Lewis, QC and Roderick Gilmour Lewis, QC [Clerks of the Legislative Assembly of Ontario, 1926 & 1955]",c. 1950,oil on canvas,"108 x 81.3 cm / 42 1/2"" x 32""",portrait,,,,,
625819,"GOOD, Allen",Untitled [Ontario in the 'Modern' Era],c. 1954,oil on canvas,"200.7 x 304.8 cm / 79"" x 120""",painting,,,,,
625820,"GOOD, Allen",Untitled [Pioneer Days in Ontario],c. 1954,oil on canvas,"203.2 x 304.8 cm / 80"" x 120""",painting,,,,,
100028,"GOODIER, Marina",Untitled [flowers],n.d.,watercolour on paper,"72.2 x 54 cm / 28 7/16"" x 21 1/4""",work on paper,,,,,
623080,"GORDON, Hortense Mattice",Derelict No. 7,n.d.,mixed media,"66 x 99.1 cm / 26"" x 39""",mixed media,,,,,
623097,"GORDON, John Sloan",A Naiad,n.d.,oil on canvas,"67.9 x 91.4 cm / 26 3/4"" x 36""",painting,,,,,
100421,"GORDON, Kristy",Harmony,2006,acrylic on canvas,"40.6 x 50.8 cm / 16"" x 20""; frame: 46.1 x 56.3 cm / 18 3/8"" x 22 3/8""",painting,,,,,
658552,"GORECKI, Ellen",Waterlilly [sic],1990,watercolour on paper,"23.2 x 18.1 cm / 9 1/8"" x 7 1/8""",work on paper,,,,,
661785,"GORLITZ, Will",Continuum,1996,oil on canvas,"122 x 183 cm / 48"" x 72"" each (8)",painting,,,,,
642645,"GORMAN, Richard Borthwick",Before the Law [3 panels],n.d.,oil on canvas,"188 x 742 cm / 74"" x 292 1/8"" overall",painting,,,,,
619928,"GOUIN, Judith Mary (Judy)","Beaver Swamp, Spring Snow I  2/35",1977,print,"sight: 74.6 x 74 cm / 29 3/8"" x 29 1/8""; image: 64.1 x 64.1 cm / 25 1/4"" x 25 1/4""; frame: 76.5 x 75.5 cm / 30 1/8"" x 29 3/4""",work on paper,,,,,
619929,"GOUIN, Judith Mary (Judy)","Beaver Swamp, Spring Snow III  2/35",1977,print,"sight: 74.6 x 73.7 cm / 29 3/8"" x 29""; image: 64.1 x 64.8 cm / 25 1/4"" x 25 1/2""; frame: 76.5 x 75.5 cm / 30 1/8"" x 29 3/4""",work on paper,,,,,
619937,"GOUIN, Judith Mary (Judy)",Snowdrift  9/20,1976,serigraph,"sight: 74.9 x 80 cm / 29 1/2"" x 31 1/2""; image: 64.8 x 62.2 cm / 25 1/2"" x 24 1/2""",work on paper,,,,,
619683,"GOULD/RICHTER/HULLMANDEL, John/Henry Constantine/C.",Delichon Nipalensis,n.d.,lithograph,"sight: 38.2 x 29.3 cm / 15 x 11 1/2""",work on paper,,,,,
619685,"GOULD/RICHTER/HULLMANDEL, John/Henry Constantine/C.",Euspiza luteola,n.d.,lithograph,"sight: 38.2 x 29.3 cm / 15 x 11 1/2""",work on paper,,,,,
619688,"GOULD/RICHTER/HULLMANDEL, John/Henry Constantine/C.",Haematospiza sipalii,n.d.,lithograph,"38.2 x 29.3 cm / 15 x 11 1/2""; frame: 55 x 44.5 cm / 21 1/2"" x 17 1/2""",work on paper,,,,,
619684,"GOULD/RICHTER/HULLMANDEL, John/Henry Constantine/C.",Nectarinia gouldlae,n.d.,lithograph,"sight: 38.2 x 29.3 cm / 15 x 11 1/2""",work on paper,,,,,
619687,"GOULD/RICHTER/HULLMANDEL, John/Henry Constantine/C.",Pteruthius erythropterus,n.d.,lithograph,"sight: 38.2 x 29.3 cm / 15 x 11 1/2""",work on paper,,,,,
619686,"GOULD/RICHTER/HULLMANDEL, John/Henry Constantine/C.",Ptilinopus ewingii,n.d.,lithograph,"sight: 38.2 x 29.3 cm / 15 x 11 1/2""",work on paper,,,,,
622605,"GRAHAM, Helen",Untitled,n.d.,watercolour on paper,"33.7 x 50.4 cm / 13 1/4"" x 19 7/8""; frame: 57.2 x 73 cm / 22 1/2"" x 28 3/4""",work on paper,,,,,
619951,"GRAHAM, K. M.",High Arctic I  8/10,1975,lithograph,"43.2 x 55.6 cm / 17"" x 21 7/8""; frame: 54 x 66 cm / 21 1/4"" x 26""",work on paper,,,,,
630157,"GRAHAM, K. M.",Jersey Kate,1976,acrylic on canvas,"204.5 x 194.3 cm / 80 1/2"" x 76 1/2""",painting,,,,,
619952,"GRAHAM, K. M.",Out from Cape Dorset I  5/25,1975,lithograph,"43.2 x 55.9 cm / 17"" x 22""; frame: 54 x 66 cm / 21 1/4"" x 26""",work on paper,,,,,
632658,"GRANDMAISON, Nickola de","Hon. Ellen Louks Fairclough, PC, OC, FCA, LL D, UE [Secty of State, Min of Citizenship and Immigration, Postmaster General, 1958-63]",n.d.,pastel on paper,"59.7 x 44.4 cm / 23 1/2"" x 17 1/2""",portrait,,,,,
101296,"GRASSI, Antoinetta",Tower,2014,acrylic on paper,"sight: 64 x 84 cm / 25"" x 33""; image: 55 x 75 cm / 21 1/2"" x 29 1/2""; frame: 70 x 89 cm / 27"" x 35""",work on paper,,,,,
630155,"GRAY, Kathleen Florence",Images Due South,n.d.,watercolour on paper,"39.4 x 73.7 cm / 15 1/2"" x 29""",work on paper,,,,,
624406,"GREBZE, Otto N.",Canadian Horseshoe Falls,n.d.,oil on canvas,"61 x 76.2 cm / 24"" x 30""",painting,,,,,
624404,"GREBZE, Otto N.",Des Joachims Development,1948,oil on canvas,"68.6 x 76.2 cm / 27"" x 30""",painting,,,,,
624405,"GREBZE, Otto N.","Sir Adam Beck's #2, From Brown's Hotel",1956,oil on canvas,"64.8 x 80.6 cm / 25 1/2"" x 31 3/4""; frame: 76 cm x 91.5 cm / 30"" x 36""",painting,,,,,
692880,"GREBZE, Otto N.",The International Rapids Section of the St. Lawrence River as it will be upon Completion of the Seaway and Power Project,1956,oil on canvas,"100.3 x 151.1 cm / 39 1/2"" x 59 1/2""",painting,,,,,
658553,"GREEN, Mary Elizabeth",Blind,n.d.,acrylic on canvas,"73.7 x 40.6 cm / 29"" x 16""",painting,,,,,
658556-01,"GREEN, Mary Elizabeth",Carol [photograph 1 of 6],n.d.,print,"11.4 x 16.8 cm / 4 1/2"" x 6 5/8""",photograph,,,,,
658556-04,"GREEN, Mary Elizabeth",Gatineau [photograph 4 of 6],n.d.,print,"17.5 x 17.1 cm / 6 7/8"" x 6 3/4""",photograph,,,,,
658556-02,"GREEN, Mary Elizabeth",Lanark [photograph 2 of 6],n.d.,print,"12.4 x 18.4 cm / 4 7/8"" x 7 1/4""",photograph,,,,,
658555,"GREEN, Mary Elizabeth",Louise,n.d.,acrylic on canvas,"73.7 x 114.3 cm / 29"" x 45""",painting,,,,,
658556-03,"GREEN, Mary Elizabeth",Maggie and Liisa [photograph 3 of 6],n.d.,print,"12.4 x 18.4 cm / 4 7/8"" x 7 1/4""",photograph,,,,,
658556-06,"GREEN, Mary Elizabeth",North Bay [photograph 6 of 6],n.d.,print,"11.4 x 16.8 cm / 4 1/2"" x 6.6""",photograph,,,,,
658556-05,"GREEN, Mary Elizabeth",Sue [photograph 5 of 6],n.d.,print,"11.1 x 16.5 cm / 4 3/8"" x 6 1/2""",photograph,,,,,
658554,"GREEN, Mary Elizabeth",Three Sisters,n.d.,acrylic on canvas,"80.6 x 61 cm / 31 3/4"" x 24""",painting,,,,,
624408,"GREEN, Phillip","Winter Glow, Haliburton",n.d.,oil on canvas,"63.5 x 76.2 cm / 25"" x 30""",painting,,,,,
632024,"GREENAWAY, Roy",Children in Alley,n.d.,oil on canvas,"48.2 x 58.4 cm / 19"" x 23""",painting,,,,,
623025,"GREENAWAY, Roy",Church on a Corner,n.d.,oil on canvas,"48.3 x 58.4 cm / 19"" x 23""",painting,,,,,
623023,"GREENAWAY, Roy",City Scene in Winter,n.d.,oil on canvas,"48.6 x 58.7 cm / 19 1/8"" x 23 1/8""",painting,,,,,
624409,"GREENAWAY, Roy","Covered Bridge, West Montrose",n.d.,oil on canvas,"50.8 x 61 cm / 20"" x 24""",painting,,,,,
623021,"GREENAWAY, Roy",Death of General Brock,1960,oil on canvas,"63.5 x 76.2 cm / 25"" x 30""",painting,,,,,
623354,"GREENAWAY, Roy",Fishing Boats in Harbour,n.d.,oil on canvas,"71.1 x 86.4 cm / 28"" x 34""",painting,,,,,
637341,"GREENAWAY, Roy","Georgian Bay, Ontario",n.d.,oil on canvas,"49.5 x 61 cm / 19 1/2"" x 24""",painting,,,,,
623026,"GREENAWAY, Roy",Horses and Barn,n.d.,oil on canvas,"48.6 x 58.4 cm / 19 1/8"" x 23""",painting,,,,,
623028,"GREENAWAY, Roy",Ice Fishing,n.d.,oil on canvas,"47.9 x 58.4 cm / 18 7/8"" x 23""",painting,,,,,
619816,"GREENAWAY, Roy",Last Covered Bridge in Ontario,c. 1954,oil on canvas,"49.5 x 58.4 cm / 19 1/2"" x 23""",painting,,,,,
623017,"GREENAWAY, Roy",Lobster Boats,n.d.,oil on canvas,"69.2 x 85.1 cm / 27 1/4"" x 33 1/2""",painting,,,,,
623683,"GREENAWAY, Roy","McSorley's Bar, N.Y.",n.d.,oil on canvas,"64.1 x 75.6 cm / 25 1/4"" x 29 3/4""",painting,,,,,
661769,"GREENAWAY, Roy",Net Menders - Perce,n.d.,oil on canvas,"48 x 58 cm / 18 7/8"" x 22 7/8""",painting,,,,,
619706,"GREENAWAY, Roy",Peonies,n.d.,oil on canvas,"63.5 x 63.5 cm / 25"" x 25""",painting,,,,,
623029,"GREENAWAY, Roy","Rain on the Piazzetta, Venice",c. 1957,oil on canvas,"57.1 x 74.9 cm / 22 1/2"" x 29 1/2""",painting,,,,,
623069,"GREENAWAY, Roy",Rough Sea,1959,oil on canvas,"50.8 x 61 cm / 20"" x 24""; frame: 75 x 85.5 cm / 29 1/2"" x 33 5/8""",painting,,,,,
623019,"GREENAWAY, Roy","Rough Sea, Portsmouth, N.H.",n.d.,oil on canvas,"62.2 x 74.9 cm / 24 1/2"" x 29 1/2""",painting,,,,,
623022,"GREENAWAY, Roy",Royal Oak Tavern,n.d.,oil on canvas,"47.9 x 58.7 cm / 18 7/8"" x 23 1/8""",painting,,,,,
623027,"GREENAWAY, Roy","Shaftesbury Memorial, Piccadilly Circus",n.d.,oil on canvas,"48.3 x 58.4 cm / 19"" x 23""",painting,,,,,
623018,"GREENAWAY, Roy",Trees and Snow,n.d.,oil on canvas,"48.6 x 58.4 cm / 19 1/8"" x 23""",painting,,,,,
632679,"GREENAWAY, Roy",Untitled (Fishing Boats in Harbour),n.d.,oil on canvas,"69.8 x 85.1 cm / 27 1/2"" x 33 1/2""",painting,,,,,
632678,"GREENAWAY, Roy",Untitled (Scene in Venice),c. 1957,oil on canvas,"69.9 x 85.7 cm / 27 1/2"" x 33 3/4""",painting,,,,,
619707,"GREENAWAY, Roy",White Peonies,n.d.,oil on canvas,"49.5 x 59.7 cm / 19 1/2"" x 23 1/2""",painting,,,,,
619865,"GREENAWAY, Roy","Winter Twilight, Holy Trinity Church, Toronto",n.d.,oil on canvas,"50.2 x 59.7 cm / 19 13/16"" x 23 1/2""",painting,,,,,
622009,"GREENE (GREENEFEATHER), Fred (Sr.)",Birch Trees,1978,ink drawing,"45.1 x 60.6 cm / 17 3/4"" x 23 7/8""",work on paper,,,,,
622010,"GREENE (GREENEFEATHER), Fred (Sr.)",Mallard Ducks,1978,ink drawing,"45.4 x 60.6 cm / 17 7/8"" x 23 7/8""",work on paper,,,,,
633761,"GREGOR, Helen F.",Canadian Series #2 [maquette],1983,mixed media,"61 x 71.1 cm / 24"" x 28"" overall",mixed media,,,,,
619992,"GRENVILLE, Mark MacIntosh",Desert Sun,1977,mixed media,"76.2 x 54.6 cm / 30"" x 21 1/2""",mixed media,,,,,
637413,"GREY, Jerry",Untitled [maquette],1984,watercolour on paper,"58.5 x 163.9 cm / 23"" x 64 1/2""",work on paper,,,,,
640728,"GREY, Jerry",Untitled [maquette],1986,watercolour on paper,"40.6 x 66 cm / 16"" x 26""",work on paper,,,,,
692724,"GRIER, Sir Edmund Wyly","Captain The Hon. Joseph Elijah Thompson [Speaker of the Ontario Legislature, 1924-26]",1927,oil on canvas,"127 x 88.9 cm / 50"" x 35""; frame: 158 x 122 cm / 62 1/4"" x 48""",portrait,,,,,
100055,"GRIER, Sir Edmund Wyly","Colonel John Graves Simcoe [Lieutenant Governor of Upper Canada, 1791-96]",1911,oil on canvas,"240 x 136.6 cm / 94 1/2"" x 53 3/4""; frame: 279.5 x 173 cm / 110"" x 68 1/8""",portrait,,,,,
694159,"GRIER, Sir Edmund Wyly","Colonel The Hon. Henry Cockshutt, LL D [Lieutenant Governor of Ontario, 1921-27]",1925,oil on canvas,"125.7 x 94 cm / 49 1/2"" x 37""",portrait,,,,,
622005,"GRIER, Sir Edmund Wyly","Dr. Samuel J. Radcliffe, DPaed [Principal, Toronto Normal School, 1918-20]",1933,oil on canvas,"110.5 x 84.5 cm / 43 1/2"" x 33 1/4""",portrait,,,,,
622702,"GRIER, Sir Edmund Wyly","Francis Walter Merchant [Chief Director of Education, 1923-1930; Chief Advisor to Minister, 193?",1935,oil on canvas,"99.1 x 74.9 cm / 39"" x 29 1/2"" (originally octagonal shaped canvas)",portrait,,,,,
100176,"GRIER, Sir Edmund Wyly","Hon. Arthur Sturgis Hardy, KC, 1899 [Premier of Ontario, 1896-99; Attorney General]",1899,oil on canvas,"203.5 x 102 cm / 80 1/8"" x 40 1/8""",portrait,,,,,
692720,"GRIER, Sir Edmund Wyly","Hon. David Jamieson [Speaker of the Ontario Legislature, 1915-19]",c. 1917,oil on canvas,"128.3 x 90.2 cm / 50 1/2"" x 35 1/2""; frame: 158 x 122 cm / 62 1/4"" x 48""",portrait,,,,,
693204,"GRIER, Sir Edmund Wyly","Hon. Edward Blake, KC, LL D [Premier of Ontario, 1871-72]",1897,oil on canvas,"231.1 x 161.3 cm / 91"" x 63 1/2""",portrait,,,,,
694150,"GRIER, Sir Edmund Wyly","Hon. Lionel Herbert Clarke [Lieutenant Governor of Ontario, 1919-21]",c. 1921,oil on canvas,"111.8 x 87.6 cm / 44"" x 34 1/2""",portrait,,,,,
619828,"GRIER, Sir Edmund Wyly","Hon. Sir William Mulock, PC, KCMG, KC, LL D [Postmaster General, Chief Justice, 1896-1936]",1926,oil on canvas,"134.6 x 105.4 cm / 53"" x 41 1/2""",portrait,,,,,
692719,"GRIER, Sir Edmund Wyly","Hon. William David Black [Speaker of the Ontario Legislature, 1927-29]",1930,oil on canvas,"125.7 x 90.2 cm / 49 1/2"" x 35 1/2""; frame: 158 x 122 cm / 62 1/4"" x 48""",portrait,,,,,
694149,"GRIER, Sir Edmund Wyly","Lieutenant-Colonel The Hon. Sir John Strathearn Hendrie, KCMG, CVO [Lieutenant Governor of Ontario, 1914-19]",c. 1915,oil on canvas,"113 x 86.4 cm / 44 1/2"" x 34""",portrait,,,,,
661773,"GRIER, Sir Edmund Wyly","Robert Gladstone Dalton [First Master in Chambers, 1881-1892]",1893,oil on canvas,"99.5 x 87 cm / 39 1/4"" x 34 1/4"" ",portrait,,,,,
622592,"GRIER, Sir Edmund Wyly","William Jarvis [Provincial Secretary of Upper Canada, 1791-1817]",n.d.,oil on canvas,"48.9 x 41.3 cm / 19 1/4"" x 16 1/4""; frame: 73 x 64.8 cm / 28 3/4"" x 25 1/2""",portrait,,,,,
622004,"GRIER, Sir Edmund Wyly","William Scott, BA [Principal, Toronto Normal School, 1899-1919]",c. 1919,oil on canvas,"110.5 x 85.4 cm / 43 1/2"" x 33 5/8""",portrait,,,,,
100440,"GRIFFIN, Christopher",Saturday on the Rideau,2007,oil on canvas,"182.9 x 223.5 cm / 72"" x 88""",painting,,,,,
100219,"GRIFFIN, David",Fry,c. 2003,oil on wood panel,"frame: 112.9 x 123 cm / 44 7/16"" x 48 7/16""",painting,,,,,
101077,"GRINDLEY, Heather",David (formerly Warrior),2003,watercolour on paper,"75 x 56 cm / 29 1/2"" x 22""; frame: 105 x 84.8 cm / 40"" x 32""",work on paper,,,,,
100372,"GRINDLEY, Heather",Fountain Series lll,2003,pastel on paper,"image: 76.2 x 57 cm / 30"" x 22""; frame: 104.8 x 84.4 cm / 41 1/4"" x 33 1/4""",work on paper,,,,,
101078,"GROULX, Cathy",Curved Reflections,2007,oil on canvas,"121.9 x 91.4 cm / 48"" x 36""",painting,,,,,
623344-02,"HAGAN, Robert Frederick (Fred)","Untitled  AP I [maquette, part 2 of 7]",c. 1979,lithograph,"52 x 40 cm / 20 1/2"" x 15 3/4""",work on paper,,,,,
623344-03,"HAGAN, Robert Frederick (Fred)","Untitled  AP II [maquette, part 3 of 7]",c. 1979,lithograph,"52.7 x 40 cm / 20 3/4"" x 15 3/4""",work on paper,,,,,
623344-05,"HAGAN, Robert Frederick ","Untitled  AP IV [maquette, part 5 of 7]",c. 1979,lithograph,"47 x 32.5 cm / 18 1/2"" x 12 13/16""",work on paper,,,,,
623344-06,"HAGAN, Robert Frederick (Fred)","Untitled  AP V [maquette, part 6 of 7]",c. 1979,lithograph,"40.6 x 52.1 cm / 16"" x 20 1/2""",work on paper,,,,,
623344-07,"HAGAN, Robert Frederick (Fred)","Untitled  AP VI [maquette, part 7 of 7]",c. 1979,lithograph,"40.6 x 52.1 cm / 16"" x 20 1/2""",work on paper,,,,,
623344-04,"HAGAN, Robert Frederick (Fred)","Untitled  PP III [maquette, part 4 of 7]",c. 1979,lithograph,"52.7 x 39.4 cm / 20 3/4"" x 15 1/2""",work on paper,,,,,
623344-01,"HAGAN, Robert Frederick ","Untitled [maquette, part 1 of 7]",c. 1979,ceramics,"15.9 x 33.7 cm / 6 1/4"" x 13 1/4""",ceramic,,,,,
623992,"HAGARTY, Clara Sophia",A Dutch Interior,1906,oil on canvas,"sight: 62.1 x 46.5 cm / 24 7/16"" x 18 5/16""; frame: 83 x 67.5 cm / 32 11/16"" x 26 9/16""",painting,,,,,
622097,"HAGARTY, Clara Sophia","Flower Market, Paris",1900,oil on canvas,"sight: 34.5 x 44.6 cm / 13 9/16"" x 17 1/2""; frame: 54 x 64 cm / 21 1/4"" 25 3/16""",painting,,,,,
619869,"HAGARTY, Clara Sophia",Untitled [portrait of a woman],n.d.,oil on canvas,"sight: 52 x 42.7 cm / 20 1/2"" x 16 13/16""; frame: 72 x 62.2 cm / 28 3/8"" x 24 1/2""",portrait,,,,,
658563,"HAGEN, Bert",Nature Trails,n.d.,oil on canvas,"28.9 x 39.1 cm / 11 3/8"" x 15 3/8""",painting,,,,,
658562,"HAGEN, Bert",Woodland Cool,n.d.,oil on canvas,"49.2 x 39.4 cm / 19 3/8"" x 15 1/2""",painting,,,,,
624412,"HAINES, Frederick Stanley","Autumn, Denbigh",n.d.,oil on canvas,"61 x 81.3 cm / 24"" x 32""",painting,,,,,
619986,"HAISOCH, Hubert",Fossil,1975,mixed media,"sight: 29.8 x 34.3 cm / 11 3/4"" x 13 1/2""; image: 24.8 x 32.4 cm / 9 3/4"" x 12 3/4""",mixed media,,,,,
619984,"HAISOCH, Hubert",Green Wallet - Ritmeester,1975,mixed media,"sight: 19.1 x 22.9 cm / 7 1/2"" x 9""; image: 17.1 x 21 cm / 6 3/4"" x 8 1/4""",mixed media,,,,,
619979,"HAISOCH, Hubert",Wallet - Castilla,1975,mixed media,"sight: 19.1 x 22.9 cm / 7 1/2"" x 9""; image: 17.1 x 20.3 cm / 6 3/4"" x 8""",mixed media,,,,,
619982,"HAISOCH, Hubert",Wallet - India Pale Ale,1977,mixed media,"sight: 19.1 x 22.9 cm / 7 1/2"" x 9""; image: 17.1 x 22.2 cm / 6 3/4"" x 8 3/4""",mixed media,,,,,
619983,"HAISOCH, Hubert",Wallet - Military #20,1977,mixed media,"sight: 19.1 x 22.9 cm / 7 1/2"" x 9""; image: 17.1 x 21 cm / 6 3/4"" x 8 1/4""",mixed media,,,,,
619980,"HAISOCH, Hubert",Wallet - Military #5,1976,mixed media,"sight: 19.1 x 22.9 cm / 7 1/2"" x 9""; image: 17.1 x 21 cm / 6 3/4"" x 8 1/4""",mixed media,,,,,
619981,"HAISOCH, Hubert",Wallet - X,1976,mixed media,"sight: 19.1 x 22.9 cm / 7 1/2"" x 9""; image: 17.1 x 22.2 cm / 6 3/4"" x 8 3/4""",mixed media,,,,,
100020,"HALL, Sarah",Seasons of Light [maquette],n.d.,mixed media,"23 x 76.5 cm / 9 1/8"" x 30 1/8"" when assembled. Currently disassembled to flat.",mixed media,,,,,
692679,"HAMEL, Theophile",Frances Rachel Doyle [Mrs. John George Hodgins],1851,oil on canvas,"91.4 x 67.3 cm / 36"" x 26 1/2""; frame: 121.9 x 96.5 cm / 48"" x 38""",portrait,,,,,
622701,"HAMEL, Theophile","John George Hodgins, LL B, LL D [Deputy Superintendent of Education, Canada West/Ontario; DM EDU, 1855-1889]",1851,oil on canvas,"sight: 85 x 64.6 cm / 33 1/2"" x 25 1/2""; frame: 110.2 x 90 cm / 43 1/2"" x 35 1/2""",portrait,,,,,
622107,"HAMEL, Theophile","The Rev. Dr. Adolphus Egerton Ryerson, DD, LL D [Chief Superintendant of Education Canada West/Ontario, 1844-76]",c. 1850-1851,oil on canvas,"sight: 99.5 x 74.2 cm / 39 1/8"" x 29 1/4""; frame: 121 x 95.3 cm / 47 5/8"" x 37 1/2""",portrait,,,,,
101297,"HAMEL, Toni",Flow,2015,graphite on paper,"sight: 69 x 99 cm / 27"" x 39""; image: 52 x 73 cm / 20 1/2"" x 29""; frame: 77 x 168 cm / 30 1/2"" x 42 1/2""",work on paper,,,,,
605058,"HAMMOND, John",Jackfish Bay - Lake Superior,1894,oil on canvas,"132.1 x 242.6 cm / 52"" x 95 1/2""",painting,,,,,
619818,"HANCOCK, Herbert","Untitled Landscape [Eastern Townships, Quebec?]",1873,oil on canvas,"67.3 x 120 cm / 26 1/2"" x 47 1/4""",painting,,,,,
100392,"HANSEN, Thor",Bear,1958,ceramics,"22.9 x 22.8 x 4 cm / 9"" x 9"" x 1 1/2""",ceramic,,,,,
