AC#,Artist,Title,Date,Medium,Dimensions,Category,,,,,
661622,"BURKE, Gordon",Untitled,n.d.,ceramics,"various: 170.1 x 182.8 cm / 67"" x 72""",ceramic,,,,,
661635,"BURKE, Jean",Border Crossing,n.d.,textile,"546 x 259 cm / 215"" x 102""",textile,,,,,
100470,"BURKHARDT, Heidi R.",Algonquin Tapestry,2008,oil on canvas,"122 x 213.5 cm / 48"" x 84""; frame: 127 x 218.4 cm / 50"" x 86""",painting,,,,,
101285,"BURLEY, Robert","Lake Huron, Craigleith #2",2002,photograph,"61 x 76.2 cm / 24"" x 30""",photograph,,,,,
101286,"BURLEY, Robert","Lake Ontario, Picton",2009,photograph,"61 x 76.2 cm / 24"" x 30""",photograph,,,,,
101287,"BURLEY, Robert","Lake Ontario, Toronto #2",2004,photograph,"61 x 76.2 cm / 24"" x 30""",photograph,,,,,
101288,"BURLEY, Robert","Lake Ontario, Toronto #5",2008,photograph,"61 x 76.2 cm / 24"" x 30""",photograph,,,,,
101289,"BURLEY, Robert","Lake Ontario, Toronto #6",2007,photograph,"61 x 76.2 cm / 24"" x 30""",photograph,,,,,
101290,"BURLEY, Robert","Lake Superior, Wawa",2009,photograph,"61 x 76.2 cm / 24"" x 30""",photograph,,,,,
620501,"BURNET, John [after Sir David Wilkie, R.A.]",The Reading of a Will,n.d.,engraving,"sight: 46 x 61 cm / 18 1/8"" x 24""; image: 39.4 x 60 cm / 15 1/2"" x 23 5/8""",work on paper,,,,,
637412,"BURNETT, Brian",Untitled [maquette],1985,mixed media,"22.2 x 69.9 cm / 8 3/4"" x 27 1/2""",mixed media,,,,,
642643,"BURNETT, Brian",Vision of Canada,1985-1986,acrylic on canvas,"210.8 x 1097.3 cm / 83"" x 432""",painting,,,,,
661777,"BURR, Reuben; KLEIN, John N.",Longcase Clock [Canadian],c. 1830,furniture,n/a,furnishings,,,,,
101291,"BURTYNSKY, Edward","Mines #13, Inco-Abandoned Mine Shaft, Crean Hill Mine, Sudbury, Ontario, 1984",1984,photograph,"121.92 x 152.4 cm / 48"" x 60""; frame: 187 x 157.5 cm / 50"" x 62""",photograph,,,,,
642653,"BURY, Brenda","Captain (N) Hon. John Black Aird, OC, QC, BA, LL D, D Litt S [Lieutenant Governor of Ontario, 1980-1985]",1981,oil on canvas,"127 x 101 cm / 50"" x 39 3/4""",portrait,,,,,
100221,"BURY, Brenda","The Hon. Hilary M. Weston, D St. J., O Ont., LL D, D Litt S [Lieutenant Governor of Ontario, 1997-2002]",2002,oil on canvas,"152.4 x 101.6 cm / 60"" x 40""; frame: 170.5 x 119.5 cm / 67 1/8"" x 47""",portrait,,,,,
635343,"BUSH, Jack",Green Loop  81/100,1971,serigraph,"64.1 x 85.1 cm / 25 1/4"" x 33 1/2""",work on paper,,,,,
619775,"BUSH, Jack",Untitled,1967,acrylic on canvas,"261.6 x 198.1 cm / 103"" x 78""",painting,,,,,
800014-RP,"BUSH, Jack",Untitled [reproduction],n.d.,reproduction,"sight: 78.7 x 48.3 cm / 31"" x 19""; frame: 95.9 x 64.1 cm / 37 3/4"" x 25 1/4""",work on paper,,,,,
630946,"BUTTERS, David Ian","Officer, 14th (King's) Hussars c. 1895",1982,watercolour on paper,"55.2 x 47.6 cm / 21 3/4"" x 18 3/4""",work on paper,,,,,
630948,"BUTTERS, David Ian","Officer, 7th Queen's Own Hussars c. 1833",1979,watercolour on paper,"55.2 x 46.4 cm / 21 3/4"" x 18 1/4""",work on paper,,,,,
630947,"BUTTERS, David Ian","Private, 24th of Foot c. 1742",1976,watercolour on paper,"52.7 x 31.8 cm / 20 3/4"" x 12 1/2""",work on paper,,,,,
630949,"BUTTERS, David Ian","Private, 79th Foot (Cameron Highlanders) c. 1860",1972,watercolour on paper,"52.7 x 31.8 cm / 20 3/4"" x 12 1/2""",work on paper,,,,,
637535,"BUTVILA, Paul",Fire Truck,1983,acrylic on canvas,"91 x 60.9 cm / 36"" x 24""; frame: 92 x 62 cm / 36 1/4"" x 24 1/4""",painting,,,,,
622091,"BYRCH,",Unknown subject (Premier Henry?),1909,mixed media,"68.6 x 53 cm / 27"" x 20 7/8""",portrait,,,,,
694037,"CAFFI, Ippolito",Carnival in Rome,n.d.,oil on canvas,"73.7 x 99.1 cm / 29"" x 39""",painting,,,,,
100105,"CALDWELL,",[Ontario Farmhouse],1971,oil on board,"sight: 30.5 x 46.7 cm / 12"" x 18 3/8""; frame: 49.5 x 66 cm / 19 1/2"" x 26""",painting,,,,,
100105,"CALDWELL,",[Ontario Farmhouse],1971,oil on board,"sight: 30.5 x 46.7 cm / 12"" x 18 3/8""; frame: 49.5 x 66 cm / 19 1/2"" x 26""",painting,,,,,
100345,"CALDWELL, Gil",Winter Fun,2000,watercolour on paper,"64.7 x 66 cm / 25 1/2"" x 26""; frame: 73.7 x 73.7 cm / 29"" x 29""",work on paper,,,,,
632640,"CAMERON, Alex",Untitled  16/30,1980,lithograph,"106.7 x 78.7 cm / 42"" x 31""",work on paper,,,,,
101144,"CAMERON, Kristy",Beaver,2012,acrylic on canvas,"121.9 x 101.6 cm / 48"" x 40""",painting,,,,,
101145,"CAMERON, Kristy",Wolf,2012,acrylic on canvas,"121.9 x 101.6 cm / 48"" x 40""",painting,,,,,
622046,"CAMPANILE, Raimondo","Cumaean Sibyl (after Domenichino, Italian, 1581-1641)",n.d.,oil on canvas,"sight: 122 x 89 cm / 48"" x 35""; frame: 146 x 112.5 cm / 57 1/2"" x 44 5/16""",painting,,,,,
622045,"CAMPANILE, Raimondo","Persian Sibyl (after Guercino, Italian, 1591-1666)",n.d.,oil on canvas,"sight: 119.6 x 86.4 cm / 47 1/8"" x 34""; frame: 145 x 111.2 cm / 57 1/8"" x 43 3/4""",painting,,,,,
619786,"CAMPANILE, Raimondo","Saint Michael the Archangel (after Guido Reni, Italian, 1575-1642)",n.d.,oil on canvas,"sight: 122.5 x 89.5 cm / 48 1/4"" x 35 1/4""; frame: 163 x 130 cm / 64 3/16"" x 51 3/16""",painting,,,,,
622044,"CAMPANILE, Raimondo","Samian Sibyl (after Guercino, Italian, 1591-1666)",n.d.,oil on canvas,"sight: 116.7 x 93.2 / 46"" x 36 11/16""; frame: 142 x 118.5 cm / 56"" x 46 5/8""",painting,,,,,
100464,"CAMPBELL, Keith",Faces of Ontario,2008,ceramics,"51.5 x 51 x 8 cm / 20 1/4"" x 20"" x 3 1/4""",ceramic,,,,,
633339,"CAMPBELL, Walter John",Minaki Lodge,1983,lithograph,"sight: 34.3 x 59.7 cm / 13 1/2"" x 23 1/2""; image: 20.3 x 48.3 cm / 8"" x 19""",work on paper,,,,,
623841,"CAPER, Ron",Poplars,1978,photograph,"49.5 x 39.5 cm / 19 1/2"" x 15 1/2""",photograph,,,,,
101063,"CAPOLONGO, Bruno",East End (study #2),2002,wax transfer ptng,"48.6 x 42.5 cm / 19 1/8? x 16 3/4?; frame: 53.3 x 47 cm / 21"" x 18.5""",painting,,,,,
101146,"CARACHRISTI, Sara",Ferry Terminal,2013,mixed media,"106.6 x 152.4 cm / 42"" x 60""",mixed media,,,,,
101147,"CARACHRISTI, Sara",Morning Ride,2013,mixed media,"44.4 x 60.3 cm / 17.5"" x 23.75""",mixed media,,,,,
100218,"CARLIN, David","Lake Spirit, Paddle Spirit",2002,mixed media,"76 x 57 cm / 30"" x 22 1/2""",mixed media,,,,,
623839,"CARLYLE, Florence",The Threshold,1913,oil on canvas,"100.7 x 80.4 cm / 39 5/8"" x 31 5/8""",painting,,,,,
661637,"CARMICHAEL, Robert Ralph",When Winter Winds . . .,1985,acrylic on canvas,"sight: 101.6 x 127 cm / 40"" x 50""; frame: 118 x 144 cm / 46 1/2"" x 56 11/16""",painting,,,,,
661732,"CARR, Laural",Constraint,1992,mixed media,"sight: 79 x 74.5 cm / 31 1/8"" x 29 5/16""; frame: 136 x 128 cm / 53 1/2"" x 50 3/8""",mixed media,,,,,
100053,"CASSON, Alfred Joseph","""King's Highway 68""",n.d.,acrylic on masonite,"sight: 79.5 x 99.5 cm / 31 5/16"" x 39 3/16""",painting,,,,,
619772,"CASSON, Alfred Joseph",Untitled,1966-1968,oil on linen,"261.6 x 200.7 cm / 103"" x 79""",painting,,,,,
619894,"CASSON, Alfred Joseph",Untitled [maquette],1966-1968,oil on board,"63.5 x 49 cm / 25"" x 19 5/16""",painting,,,,,
625793,"CATCHPOLE, Jeannie",Memories of Beachwalking,1978,watercolour on paper,"62.9 x 48.9 cm / 24 3/4"" x 19 1/4""",work on paper,,,,,
100168,"CATOU,","Hon. Edward O. Fanjoy [County Court of Brant, 1971-83; District Court of Ontario, 1983-90; Ontario Court of Justice (General Division), 1990-97]",n.d.,colour photograph,"102 x 76.5 cm / 40 1/4"" x 30""",portrait,,,,,
658527,"CAVALLO, Bruno","Beaver Dam, HWY 69S",1990,oil on masonite,"28.6 x 38.7 cm / 11 1/4"" x 15 1/4""; frame: 50.4 x 60.5 cm / 19 3/4"" x 23 3/4""",painting,,,,,
661658,"CAVALLO, Bruno",East of Joques,n.d.,oil on canvas,"sight: 50 x 75 cm / 19 11/16"" x 29 1/2""; frame: 70 x 96 cm / 27 1/2"" x 37 13/16""",painting,,,,,
100170,"CAVOUK,","Hon. William Ross Macdonald, PC, CD, QC, LL D [Lieutenant Governor of Ontario, 1968-74]",n.d.,colour photograph,"100.5 x 72.5 cm / 39 1/2"" x 28 1/2""",portrait,,,,,
100128,"CEELAN, Michael",Woodland Owl,1990,oil on board,"30.5 x 66 cm / 12"" x 26""",painting,,,,,
619909,"CETIN, Anton",Eve and the Moon Series,c. 1977,mixed media,"35.6 x 35.6 cm / 14"" x 14""",mixed media,,,,,
619910,"CETIN, Anton",Eve Series 1977 No. 2  AP,1977,serigraph,"sight: 75.9 x 56.5 cm / 29 7/8"" x 22 1/4""; image: 71.1 x 53.3 cm / 28"" x 21""",work on paper,,,,,
619911,"CETIN, Anton",Eve Series 1977 No. 5  AP,1977,serigraph,"76.2 x 56.5 cm / 30"" x 22 1/4""",work on paper,,,,,
619849,"CHALLENER, Frederick Sproston",Etienne Br–l?at the Mouth of the Humber,1956,oil on canvas,"166.4 x 135.9 cm / 65 1/2"" x 53 1/2""; frame: 195.6 x 165.1 cm / 77"" x 65""",painting,,,,,
605057,"CHALLENER, Frederick Sproston",The Fathers of Confederation,c. 1917-1919,oil on canvas,"353.1 x 603.9 cm / 139"" x 237 3/4""",painting,,,,,
619857,"CHALLENER, Frederick Sproston",The First Legislature of Upper Canada,1955,oil on canvas,"188 x 274.3 cm / 74"" x 108""",painting,,,,,
616948,"CHAMBERS, John Richard (Jack)",Impression - Trees,c. 1974,mixed media,"219.7 x 372.1 cm / 86 1/2"" x 146 1/2""",mixed media,,,,,
619774,"CHAMBERS, Merton Francis",Blue Mosaic,1966-1968,ceramic & terracotta,"261.6 x 401.3 cm / 103"" x 158""",ceramic,,,,,
619999,"CHAMBERS, Merton Francis",Untitled [maquette],c. 1966,mixed media,"61 x 45.7 cm / 24"" x 18""",mixed media,,,,,
101148,"CHAN, Tin Yan",Early Snowfall,2012,oil on canvas,"76.2 x 101.6 cm / 30"" x 40""",painting,,,,,
100019,"CHAN/McKINNON, Nadine/John",Untitled [maquette],n.d.,mixed media,"101.5 x 204 cm / 40"" x 80 5/16""",mixed media,,,,,
658530,"CHARTRAND, J. G. (Jocko)",Freeland Lake,1986,mixed media,"23.2 x 30.2 cm / 9"" x 12""; frame: 26 x 33.1 cm / 10 1/4"" x 13""",mixed media,,,,,
658528,"CHARTRAND, J. G. (Jocko)","Last Ice of Spring on Whitewater Lake, 4.25.90",1990,watercolour on paper,"36.8 x 54.6 cm / 14 1/2"" x 21 1/2""",work on paper,,,,,
658529,"CHARTRAND, J. G. (Jocko)","Whitewater Lake (Spring '88, #4)",1988,watercolour on paper,"28.3 x 38.4 cm / 11"" x 15""; frame: 46.2 x 53.7 cm / 18"" x 21""",work on paper,,,,,
658531,"CHARTRAND, J. G. (Jocko)",Whitewater Lake '86,1986,oil on masonite,"20 x 25.4 cm / 8"" x 10""; frame: 23.2 x 28.2 cm / 9"" x 11""",painting,,,,,
614962,"CHATFIELD, Thomas Frederick Haig",Black River Falls,n.d.,oil on canvas,"78.7 x 99.7 cm / 31"" x 39 1/4""",painting,,,,,
101134,"CHATFIELD, Thomas Frederick Haig","H. Ward Smith Ph.D [Director, Centre of Forensic Sciences, 1951-1967]",1975,oil on canvas,"91.4 x 121.9 cm / 36"" x 48""",portrait,,,,,
619771,"CHAVEL, David James",Untitled,1966-1968,mixed media,"264.2 x 99.1 cm / 104"" x 39"" each",mixed media,,,,,
635833,"CHAVEL, David James",Untitled (diptych) [maquette],c. 1966,mixed media,"55.2 x 21.6 cm / 21 3/4"" x 8 1/2"" each panel",mixed media,,,,,
692885,"CHAVIGNAUD, George","Fishing Boats, Heyst-sur-Mer",n.d.,oil on canvas,"sight: 102 x 129 cm / 40 1/8"" x 50 13/16""; frame: 125.7 x 152.6 cm / 49 1/2"" x 60 1/8""",painting,,,,,
605046,"CHAVIGNAUD, George","Near Sluis 'The Dead,' Sunset Glow",1901,oil on canvas,"sight: 39.7 x 54.8 cm / 15 5/8"" x 21 9/16""; frame: 69.3 x 84 cm / 27 1/4"" x 33 1/8""",painting,,,,,
101028,"CHEE CHEE, Benjamin",Family in Flight [part 5 of 5],Dec-76,print,"50.8 x 66 cm / 20"" x 26""; frame: 62.2 x 77.5 cm / 24 1/2"" x 30 1/2""",work on paper,,,,,
101026,"CHEE CHEE, Benjamin",Father and Son [part 3 of 5],Dec-76,print,"50.8 x 66 cm / 20"" x 26""; frame: 62.2 x 77.5 cm / 24 1/2"" x 30 1/2""",work on paper,,,,,
101027,"CHEE CHEE, Benjamin",In Flight [part 4 of 5],Dec-76,print,"50.8 x 66 cm / 20"" x 26""; frame: 62.2 x 77.5 cm / 24 1/2"" x 30 1/2""",work on paper,,,,,
101025,"CHEE CHEE, Benjamin",Mother and Son [part 2 of 5],Dec-76,print,"50.8 x 66 cm / 20"" x 26""; frame: 62.2 x 77.5 cm / 24 1/2"" x 30 1/2""",work on paper,,,,,
101024,"CHEE CHEE, Benjamin",Together [part 1 of 5],Dec-76,print,"50.8 x 66 cm / 20"" x 26""; frame: 62.2 x 77.5 cm / 24 1/2"" x 30 1/2""",work on paper,,,,,
658466,"CHEECHOO, Shirley",Did you have to bring Greta too? My Mom said so.,1988,acrylic on canvas,"sight: 56 x 66 cm / 22"" x 26""; frame: 57 x 67.7 cm / 22 7/16"" x 26 5/8""",painting,,,,,
637542,"CHEECHOO, Shirley",My Dad Fell,1982,acrylic on canvas,"41 x 30.5 cm / 16 1/8"" x 12""",painting,,,,,
100361,"CHIARANDINI, Albert",Pointe Gatineau [Log Driving on the Ottawa River],1968,oil on board,"50.8 x 61 cm / 20"" x 24""; frame: 73.6 x 83.8 cm / 29"" x 33""",painting,,,,,
624437,"CHILD, Marjorie L.",Companions,n.d.,oil on canvas,"74.9 x 54.6 cm / 29 1/2"" x 21 1/2""",painting,,,,,
637048,"CHILDS, Jeffrey B.",Tip of the Iceberg,1983,mixed media,"228.6 x 213.4 x 76.2 cm / 90"" x 84"" x 30""",mixed media,,,,,
658532,"CHIRKO, David",Migraine Landscape,n.d.,acrylic on canvas,"61 x 76.2 cm / 24"" x 30""",painting,,,,,
658533,"CHOLETTE, Rejeane",Daisies - A Bright Spot in My Garden / Margueries - Un coin eclatant de mon jardin,1991,watercolour on paper,"34.6 x 44.8 cm / 13 5/8"" x 17 5/8""",work on paper,,,,,
100411,"CHOY-NG, Rita",Don River at Night #2,2006,acrylic on canvas,"61 x 60.5 cm / 24"" x 23 13/16""; frame: 67.9 x 66 cm / 26 1/4"" x 26""",painting,,,,,
101342,"CHRETIEN, Donald",Auttisookaun,2015,ink drawing,"22.8 x 30.4 cm / 9"" x 12""",work on paper,,,,,
101344,"CHRETIEN, Donald",Bearwalker,2015,ink drawing,"45.7 x 35.5 cm / 18"" x 14""",work on paper,,,,,
101340,"CHRETIEN, Donald",Birch Bark Legend [Weegwauss],2009,acrylic on canvas,"76.2 x 101.6 cm / 30"" x 40""; frame: 80.6 x 106 cm / 31 1/4"" x 41 1/4""",painting,,,,,
101343,"CHRETIEN, Donald",Fox,2015,ink drawing,"22.8 x 30.4 cm / 9"" x 12""",work on paper,,,,,
101345,"CHRETIEN, Donald",Loon,2015,ink drawing,"45.7 x 35.5 cm / 18"" x 14""",work on paper,,,,,
101339,"CHRETIEN, Donald",Loon [Maang Doodem],2013,acrylic on canvas,"76.2 x 101.6 cm / 30"" x 40""; frame: 78.7 x 104.1 cm / 31"" x 41""",painting,,,,,
101346,"CHRETIEN, Donald",Mishipizheu,2015,ink drawing,"22.8 x 30.4 cm / 9"" x 12""",work on paper,,,,,
101348,"CHRETIEN, Donald",Pike,2015,ink drawing,"22.8 x 30.4 cm / 9"" x 12""",work on paper,,,,,
101341,"CHRETIEN, Donald",Thunderbird,n.d.,ink drawing,"22.8 x 30.4 cm / 9"" x 12""",work on paper,,,,,
101347,"CHRETIEN, Donald",Turtle Island II,2015,ink drawing,"22.8 x 30.4 cm / 9"" x 12""",work on paper,,,,,
661657,"CHRISTAKOS, Mary Jane",Horizon,1990,watercolour on paper,"sight: 53 x 63 cm / 20 7/8"" x 24 13/16""; frame: 77 x 82 cm / 30 5/16"" x 32 1/4""",work on paper,,,,,
101064,"CHU, Gene","The Mohawk Circle with Portraits of Alexander G. Bell, Joseph Brant and E. Pauline Johnson",1977,lithograph,"68.5 x 56 cm / 30"" x 22""",work on paper,,,,,
100467,"CHUANG, Ying-Yueh",Memories of Osgoode Hall,2008,ceramics,"4 tiles, each: 31.5 x 31.5 x 10 cm / 12 1/4"" x 12 1/4"" x 4""; overall: 68.5 x 68.5 x 10 cm / 27"" x 27"" x 4""",ceramic,,,,,
637068,"CIRO [?],",Untitled,n.d.,acrylic on canvas,"124.5 x 125 cm / 49"" x 49 1/4""",painting,,,,,
625794,"CLARK, Janet",Sky Bands,n.d.,textile,"l. to r.: a) 86.4 x 28.6 cm / 34"" x 11 1/4""; b) 86.4 x 44.5 / 34"" x 17 1/2""; c) 86.4 x 28.6 cm / 34"" x 11 1/4""",textile,,,,,
100075,"CLARK, Margaret",Right of Way Mine - Cobalt,n.d.,pastel on paper,"sight: 35 x 52 cm / 13 3/4"" x 20 1/2""; frame: 56 x 75 cm / 22"" x 29 1/2""",work on paper,,,,,
634451,"CLARK, Moira",Chinese Red Geranium  AP,1981,etching,"sight: 61.6 x 48.3 cm / 24 1/4"" x 19""; image: 29.2 x 19.7 cm / 11 1/2"" x 7 3/4""",work on paper,,,,,
632609,"CLARK, Moira",Cool Magnolias  BAT,1980,mixed media,"actual: 75.6 x 55.2 cm / 29 3/4"" x 21 3/4""; image: 59.7 x 43.8 cm / 23 1/2"" x 17 1/4""",mixed media,,,,,
634452,"CLARK, Moira",Dialogue over Tomatoes  6/25,1983,etching,"sight: 65.4 x 78.7 cm / 25 3/4"" x 31""; image: 44.4 x 59.7 cm / 17 1/2"" x 23 1/2""",work on paper,,,,,
632611,"CLARK, Moira",Egyptian Oasis  12/14,1981,mixed media,"actual: 55.2 x 75.6 cm / 21 3/4"" x 29 3/4""; image: 44.4 x 59.7 cm / 17 1/2"" x 23 1/2""",mixed media,,,,,
634453,"CLARK, Moira",Japanese Iris  AP,1981,etching,"sight: 61.6 x 48.3 cm / 24 1/4"" x 19""; image: 29.8 x 19.7 cm / 11 3/4"" x 7 3/4""",work on paper,,,,,
632612,"CLARK, Moira",Sunlight through Glass  7/15,1982,mixed media,"actual: 55.9 x 69.9 cm / 22"" x 27 1/2""; image: 44.4 x 57.2 cm / 17 1/2"" x 22 1/2""",mixed media,,,,,
632610,"CLARK, Moira",The Edge of the Tide  12/14,1981,mixed media,"actual: 55.9 x 75.6 cm / 22"" x 29 3/4""; image: 44.4 x 60.3 cm / 17 1/2"" x 23 3/4""",mixed media,,,,,
661783,"CLARK, Panya",Northern Night,1996,mixed stone mosaic,"594.4 x 289.6 cm / 234"" x 114""",mixed media,,,,,
619709,"CLARK, Paraskeva Plistik",Algonquin Morning,1954,oil on canvas,"91.4 x 78.7 cm / 36"" x 31""",painting,,,,,
100346,"CLARK, Susan",Snowscene,1980,oil on board,"76.2 x 152.4 cm / 30"" x 60""; frame: 82.5 x 157.5 cm / 32 1/2"" x 62""",painting,,,,,
101065,"CLARKE, Joanne",The Grand Season,2009,acrylic on canvas,"101.6 x 152.4 cm / 40"" x 60""",painting,,,,,
632613,"CLAUS, Barbara",Hard Rain,1981,acrylic on canvas,"121.9 x 104.8 cm / 48"" x 41 1/4""",painting,,,,,
658595,"CLEVELAND, Sandy",Untitled [mythologic figures],1982,mixed media,"25.5 x 30.5 x 16 cm / 10"" x 12"" x 6 5/16""",mixed media,,,,,
623345,"CLIFF, Denis Anthony",Untitled (diptych) [maquette],c. 1979,acrylic on canvas,"a) 53.3 x 69.9 cm / 21"" x 27 1/2""; b) 53.3 x 71.1 cm / 21"" x 28""",painting,,,,,
100320,"CLOSE, Michael",(Untitled) Faces Series 1,2004,ink drawing,"63.6 x 48.3 cm / 25"" x 19""; frame: 85.5 x 74 cm / 33 5/8"" x 29 1/8""",work on paper,,,,,
100321,"CLOSE, Michael",(Untitled) Faces Series 2,2004,ink drawing,"63.6 x 48.3 cm / 25"" x 19""; frame: 85.5 x 74 cm / 33 5/8"" x 29 1/8""",work on paper,,,,,
100322,"CLOSE, Michael",(Untitled) Faces Series 3,2004,ink drawing,"63.6 x 48.3 cm / 25"" x 19""; frame: 85.5 x 74 cm / 33 5/8"" x 29 1/8""",work on paper,,,,,
100323,"CLOSE, Michael",(Untitled) Faces Series 4,2004,ink drawing,"63.6 x 48.3 cm / 25"" x 19""; frame: 85.5 x 74 cm / 33 5/8"" x 29 1/8""",work on paper,,,,,
100324,"CLOSE, Michael",(Untitled) Small Face #1,2004,acrylic on canvas,"21.6 x 16.6 cm / 8 1/2"" x 6 1/2""",painting,,,,,
100325,"CLOSE, Michael",(Untitled) Small Face #2,2004,acrylic on canvas,"21.6 x 15.8 cm / 8 1/2"" x 6 1/4""",painting,,,,,
100326,"CLOSE, Michael",(Untitled) Small Face #3,2004,acrylic on canvas,"20 x 15.8 cm / 7 7/8"" x 6 1/4""",painting,,,,,
100327,"CLOSE, Michael",(Untitled) Small Face #4,2004,acrylic on canvas,"20 x 16.6 cm / 7 7/8"" x 6 1/2""",painting,,,,,
100328,"CLOSE, Michael",(Untitled) Small Face #5,2004,acrylic on canvas,"20.9 x 15.8 cm / 8 1/4"" x 6 1/4""",painting,,,,,
100329,"CLOSE, Michael",(Untitled) Small Face #6,2004,acrylic on canvas,"20.9 x 16.6 cm / 8 1/4"" x 6 1/2""",painting,,,,,
100330,"CLOSE, Michael",(Untitled) Small Face #7,2004,acrylic on canvas,"21.6 x 16.6 cm / 8 1/2"" x 6 1/2""",painting,,,,,
100331,"CLOSE, Michael",(Untitled) Small Face #8,2004,acrylic on canvas,"20.9 x 16.6 cm / 8 1/4"" x 6 1/2""",painting,,,,,
658487,"COCHRANE, Honora M.","High Park, Toronto",n.d.,oil on board,"25 x 33.5 cm / 9 7/8"" x 13 3/16""",painting,,,,,
101149,"COLANGELO, Adam",Have a Look #3,2013,mixed media,"60.9 x 60.9 cm / 24"" x 24""",mixed media,,,,,
605044,"COLES, Jon",Parry Sound (Burk's Falls),1948,oil on canvas,"40.6 x 50.8 cm / 16"" x 20""; frame: 54 x 64 cm / 21 3/4"" x 25 3/16""",painting,,,,,
623090,"COLLIER, Alan Caswell",Grounded,n.d.,oil on canvas,"120.7 x 151.1 cm / 47 1/2"" x 59 1/2""",painting,,,,,
623088,"COLLIER, Alan Caswell","Harold A. Blanchard, B Paed",1960,oil on canvas,"100.3 x 85.1 cm / 39 1/2"" x 33 1/2""",painting,,,,,
605031,"COLLIER, Alan Caswell","Hon. Harry Corwin Nixon [Premier of Ontario, 1943]",1962,oil on canvas,"sight: 115.1 x 90 cm / 45 1/4"" x 35 1/2""; frame: 140.7 x 115.6 cm / 55 1/2"" x 45 1/2""",portrait,,,,,
623089,"COLLIER, Alan Caswell","John Bain, B Ed",1967,oil on canvas,"100.3 x 85.7 cm / 39 1/2"" x 33 3/4""",portrait,,,,,
623091,"COLLIER, Alan Caswell","John Dulmage Stennett [Principal, Toronto Teachers' College, 1966-72]",1973,oil on canvas,"100.3 x 85.1 cm / 39 1/2"" x 33 1/2""",portrait,,,,,
619773,"COLLIER, Alan Caswell",Mining in Ontario,1968,acrylic on linen,"261.6 x 198.1 cm / 103"" x 78""",painting,,,,,
619899,"COLLIER, Alan Caswell",Mining in Ontario [maquette],c. 1966,mixed media,"64.1 x 48.3 cm / 25 1/4"" x 19""",mixed media,,,,,
619712,"COMFORT, Charles","Hon. William Ross Macdonald, PC, CD, QC, LL D [Lieutenant Governor of Ontario, 1968-74]",1971,oil on canvas,"120.7 x 96.5 cm / 47 1/2"" x 38""",portrait,,,,,
619808,"COMPTON, Anna Rockwell","Hon. William Andrew Charlton [Speaker of the Ontario Legislature, 1903-04]",c. 1908,oil on canvas,"224 x 117 cm / 88 1/4"" x 46""; frame: 256 x 156 cm / 100 3/4"" x 61 3/8""",portrait,,,,,
637049,"CONNOLLY, Donald",Sense of Place,1983,acrylic on masonite,"241.3 x 243.2 cm / 95"" x 95 3/4""",painting,,,,,
633124,"CONNOLLY, Donald",Sense of Place [maquette],c. 1983,acrylic on masonite,"64.8 x 63.5 cm / 25 1/2"" x 25""; frame: 65 x 64 cm / 25 5/8"" x 25 3/16""",painting,,,,,
100433,"CONVERSE, Nancy",Our Cathedral,1986,oil on canvas,"91.4 x 91.4 cm / 36"" x 36""; frame: 92 x 92 cm / 36 1/4"" x 36 1/4""",painting,,,,,
654431,"COOPER, Reed T.",Circle Red,n.d.,acrylic on canvas,"124 x 124 cm / 48 7/8 x 48 7/8""; frame: 128 x 128 cm / 50 3/8 x 50 3/8""",painting,,,,,
100101,"COOPER, Reed T.",Latticed Green,n.d.,watercolour on paper,"74.5 x 55 cm / 29 5/16"" x 21 5/8""",work on paper,,,,,
619804,"COROLLO, Pietro","Hon. James Joseph Foy, KC, LL D [Attorney General of Ontario, 1905-16]",n.d.,oil on canvas,"147.3 x 111.8 cm / 58"" x 44""; frame: 182.9 x 147.3 cm / 72"" x 58""",portrait,,,,,
622015,"COURTIN, Jules [after Ferdinand Roybet]",Parting Song,1890,engraving,"sight: 54 x 38.4 cm / 21 1/4"" x 15 1/8""; image: 47 x 33.7 cm / 18 1/2"" x 13 1/4""",work on paper,,,,,
623842,"COX, Elford Bradley",Bear,c. 1962-1963,limestone,"91.4 x 152.4 x 91.4 cm / 36"" x 60"" x 36""",sculpture,,,,,
623843,"COX, Elford Bradley",Buffalo,c. 1962-1963,limestone,"137.2 x 167.6 x 81.3 cm / 54"" x 66"" x 32""",sculpture,,,,,
623844,"COX, Elford Bradley",Bunny,c. 1962-1963,limestone,"66 x 134.6 x 58.4 cm / 26"" x 53"" x 23""",sculpture,,,,,
